season,date_code,weekending,region,Respiratory_Virus,Number_Positive,Specimens_Tested,Percent_Positive
2014-2015,201537,09/19/15,Upper/Lower Southern,Total_Parainfluenza,9,275,3.27
2014-2015,201538,09/26/15,Bay Area,Influenza_A,5,164,3.05
2014-2015,201538,09/26/15,Bay Area,Influenza_B,0,164,0.00
2014-2015,201538,09/26/15,Bay Area,Total_Influenza,5,164,3.05
2014-2015,201538,09/26/15,Bay Area,RSV,0,165,0.00
2014-2015,201538,09/26/15,Bay Area,Adenovirus,5,158,3.16
2014-2015,201538,09/26/15,Bay Area,Enterovirus_Rhinovirus,34,158,21.52
2014-2015,201538,09/26/15,Bay Area,HMPV,4,158,2.53
2014-2015,201538,09/26/15,Bay Area,Parainfluenza_1,2,158,1.27
2014-2015,201538,09/26/15,Bay Area,Parainfluenza_2,0,158,0.00
2014-2015,201538,09/26/15,Bay Area,Parainfluenza_3,1,158,0.63
2014-2015,201538,09/26/15,Bay Area,Parainfluenza_4,0,158,0.00
2014-2015,201538,09/26/15,Bay Area,Parainfluenza_UnknownType,0,158,0.00
2014-2015,201538,09/26/15,Bay Area,Total_Parainfluenza,3,158,1.90
2014-2015,201538,09/26/15,California,Influenza_A,13,854,1.52
2014-2015,201538,09/26/15,California,Influenza_B,0,854,0.00
2014-2015,201538,09/26/15,California,Total_Influenza,13,854,1.52
2014-2015,201538,09/26/15,California,RSV,1,821,0.12
2014-2015,201538,09/26/15,California,Adenovirus,11,773,1.42
2014-2015,201538,09/26/15,California,Enterovirus_Rhinovirus,214,773,27.68
2014-2015,201538,09/26/15,California,HMPV,8,773,1.03
2014-2015,201538,09/26/15,California,Parainfluenza_1,24,773,3.10
2014-2015,201538,09/26/15,California,Parainfluenza_2,0,773,0.00
2014-2015,201538,09/26/15,California,Parainfluenza_3,3,773,0.39
2014-2015,201538,09/26/15,California,Parainfluenza_4,5,773,0.65
2014-2015,201538,09/26/15,California,Parainfluenza_UnknownType,0,773,0.00
2014-2015,201538,09/26/15,California,Total_Parainfluenza,32,773,4.14
2014-2015,201538,09/26/15,Central,Influenza_A,0,146,0.00
2014-2015,201538,09/26/15,Central,Influenza_B,0,146,0.00
2014-2015,201538,09/26/15,Central,Total_Influenza,0,146,0.00
2014-2015,201538,09/26/15,Central,RSV,0,144,0.00
2014-2015,201538,09/26/15,Central,Adenovirus,3,142,2.11
2014-2015,201538,09/26/15,Central,Enterovirus_Rhinovirus,64,142,45.07
2014-2015,201538,09/26/15,Central,HMPV,2,142,1.41
2014-2015,201538,09/26/15,Central,Parainfluenza_1,9,142,6.34
2014-2015,201538,09/26/15,Central,Parainfluenza_2,0,142,0.00
2014-2015,201538,09/26/15,Central,Parainfluenza_3,0,142,0.00
2014-2015,201538,09/26/15,Central,Parainfluenza_4,1,142,0.70
2014-2015,201538,09/26/15,Central,Parainfluenza_UnknownType,0,142,0.00
2014-2015,201538,09/26/15,Central,Total_Parainfluenza,10,142,7.04
2014-2015,201538,09/26/15,Lower Southern,Influenza_A,1,46,2.17
2014-2015,201538,09/26/15,Lower Southern,Influenza_B,0,46,0.00
2014-2015,201538,09/26/15,Lower Southern,Total_Influenza,1,46,2.17
2014-2015,201538,09/26/15,Lower Southern,RSV,0,14,0.00
2014-2015,201538,09/26/15,Lower Southern,Adenovirus,0,0,
2014-2015,201538,09/26/15,Lower Southern,Enterovirus_Rhinovirus,0,0,
2014-2015,201538,09/26/15,Lower Southern,HMPV,0,0,
2014-2015,201538,09/26/15,Lower Southern,Parainfluenza_1,0,0,
2014-2015,201538,09/26/15,Lower Southern,Parainfluenza_2,0,0,
2014-2015,201538,09/26/15,Lower Southern,Parainfluenza_3,0,0,
2014-2015,201538,09/26/15,Lower Southern,Parainfluenza_4,0,0,
2014-2015,201538,09/26/15,Lower Southern,Parainfluenza_UnknownType,0,0,
2014-2015,201538,09/26/15,Lower Southern,Total_Parainfluenza,0,0,
2014-2015,201538,09/26/15,Northern,Influenza_A,0,20,0.00
2014-2015,201538,09/26/15,Northern,Influenza_B,0,20,0.00
2014-2015,201538,09/26/15,Northern,Total_Influenza,0,20,0.00
2014-2015,201538,09/26/15,Northern,RSV,0,20,0.00
2014-2015,201538,09/26/15,Northern,Adenovirus,0,20,0.00
2014-2015,201538,09/26/15,Northern,Enterovirus_Rhinovirus,5,20,25.00
2014-2015,201538,09/26/15,Northern,HMPV,0,20,0.00
2014-2015,201538,09/26/15,Northern,Parainfluenza_1,0,20,0.00
2014-2015,201538,09/26/15,Northern,Parainfluenza_2,0,20,0.00
2014-2015,201538,09/26/15,Northern,Parainfluenza_3,0,20,0.00
2014-2015,201538,09/26/15,Northern,Parainfluenza_4,0,20,0.00
2014-2015,201538,09/26/15,Northern,Parainfluenza_UnknownType,0,20,0.00
2014-2015,201538,09/26/15,Northern,Total_Parainfluenza,0,20,0.00
2014-2015,201538,09/26/15,Upper Southern,Influenza_A,1,150,0.67
2014-2015,201538,09/26/15,Upper Southern,Influenza_B,0,150,0.00
2014-2015,201538,09/26/15,Upper Southern,Total_Influenza,1,150,0.67
2014-2015,201538,09/26/15,Upper Southern,RSV,1,150,0.67
2014-2015,201538,09/26/15,Upper Southern,Adenovirus,1,125,0.80
2014-2015,201538,09/26/15,Upper Southern,Enterovirus_Rhinovirus,37,125,29.60
2014-2015,201538,09/26/15,Upper Southern,HMPV,1,125,0.80
2014-2015,201538,09/26/15,Upper Southern,Parainfluenza_1,5,125,4.00
2014-2015,201538,09/26/15,Upper Southern,Parainfluenza_2,0,125,0.00
2014-2015,201538,09/26/15,Upper Southern,Parainfluenza_3,0,125,0.00
2014-2015,201538,09/26/15,Upper Southern,Parainfluenza_4,0,125,0.00
2014-2015,201538,09/26/15,Upper Southern,Parainfluenza_UnknownType,0,125,0.00
2014-2015,201538,09/26/15,Upper Southern,Total_Parainfluenza,5,125,4.00
2014-2015,201538,09/26/15,Upper/Lower Southern,Influenza_A,6,328,1.83
2014-2015,201538,09/26/15,Upper/Lower Southern,Influenza_B,0,328,0.00
2014-2015,201538,09/26/15,Upper/Lower Southern,Total_Influenza,6,328,1.83
2014-2015,201538,09/26/15,Upper/Lower Southern,RSV,0,328,0.00
2014-2015,201538,09/26/15,Upper/Lower Southern,Adenovirus,2,328,0.61
2014-2015,201538,09/26/15,Upper/Lower Southern,Enterovirus_Rhinovirus,74,328,22.56
2014-2015,201538,09/26/15,Upper/Lower Southern,HMPV,1,328,0.30
2014-2015,201538,09/26/15,Upper/Lower Southern,Parainfluenza_1,8,328,2.44
2014-2015,201538,09/26/15,Upper/Lower Southern,Parainfluenza_2,0,328,0.00
2014-2015,201538,09/26/15,Upper/Lower Southern,Parainfluenza_3,2,328,0.61
2014-2015,201538,09/26/15,Upper/Lower Southern,Parainfluenza_4,4,328,1.22
2014-2015,201538,09/26/15,Upper/Lower Southern,Parainfluenza_UnknownType,0,328,0.00
2014-2015,201538,09/26/15,Upper/Lower Southern,Total_Parainfluenza,14,328,4.27
2014-2015,201539,10/03/15,Bay Area,Influenza_A,2,191,1.05
2014-2015,201539,10/03/15,Bay Area,Influenza_B,0,191,0.00
2014-2015,201539,10/03/15,Bay Area,Total_Influenza,2,191,1.05
2014-2015,201539,10/03/15,Bay Area,RSV,2,191,1.05
2014-2015,201539,10/03/15,Bay Area,Adenovirus,2,131,1.53
2014-2015,201539,10/03/15,Bay Area,Enterovirus_Rhinovirus,34,131,25.95
2014-2015,201539,10/03/15,Bay Area,HMPV,1,131,0.76
2014-2015,201539,10/03/15,Bay Area,Parainfluenza_1,3,131,2.29
2014-2015,201539,10/03/15,Bay Area,Parainfluenza_2,0,131,0.00
2014-2015,201539,10/03/15,Bay Area,Parainfluenza_3,2,131,1.53
2014-2015,201539,10/03/15,Bay Area,Parainfluenza_4,0,131,0.00
2014-2015,201539,10/03/15,Bay Area,Parainfluenza_UnknownType,0,131,0.00
2014-2015,201539,10/03/15,Bay Area,Total_Parainfluenza,5,131,3.82
2014-2015,201539,10/03/15,California,Influenza_A,10,914,1.09
2014-2015,201539,10/03/15,California,Influenza_B,3,914,0.33
2014-2015,201539,10/03/15,California,Total_Influenza,13,914,1.42
2014-2015,201539,10/03/15,California,RSV,6,879,0.68
2014-2015,201539,10/03/15,California,Adenovirus,9,747,1.20
2014-2015,201539,10/03/15,California,Enterovirus_Rhinovirus,177,747,23.69
2014-2015,201539,10/03/15,California,HMPV,8,747,1.07
2014-2015,201539,10/03/15,California,Parainfluenza_1,43,747,5.76
2014-2015,201539,10/03/15,California,Parainfluenza_2,0,747,0.00
2014-2015,201539,10/03/15,California,Parainfluenza_3,8,747,1.07
2014-2015,201539,10/03/15,California,Parainfluenza_4,5,747,0.67
2014-2015,201539,10/03/15,California,Parainfluenza_UnknownType,0,747,0.00
2014-2015,201539,10/03/15,California,Total_Parainfluenza,56,747,7.50
2014-2015,201539,10/03/15,Central,Influenza_A,1,134,0.75
2014-2015,201539,10/03/15,Central,Influenza_B,0,134,0.00
2014-2015,201539,10/03/15,Central,Total_Influenza,1,134,0.75
2014-2015,201539,10/03/15,Central,RSV,1,131,0.76
2014-2015,201539,10/03/15,Central,Adenovirus,2,124,1.61
2014-2015,201539,10/03/15,Central,Enterovirus_Rhinovirus,40,124,32.26
2014-2015,201539,10/03/15,Central,HMPV,0,124,0.00
2014-2015,201539,10/03/15,Central,Parainfluenza_1,12,124,9.68
2014-2015,201539,10/03/15,Central,Parainfluenza_2,0,124,0.00
2014-2015,201539,10/03/15,Central,Parainfluenza_3,2,124,1.61
2014-2015,201539,10/03/15,Central,Parainfluenza_4,0,124,0.00
2014-2015,201539,10/03/15,Central,Parainfluenza_UnknownType,0,124,0.00
2014-2015,201539,10/03/15,Central,Total_Parainfluenza,14,124,11.29
2014-2015,201539,10/03/15,Lower Southern,Influenza_A,0,41,0.00
2014-2015,201539,10/03/15,Lower Southern,Influenza_B,0,41,0.00
2014-2015,201539,10/03/15,Lower Southern,Total_Influenza,0,41,0.00
2014-2015,201539,10/03/15,Lower Southern,RSV,0,9,0.00
2014-2015,201539,10/03/15,Lower Southern,Adenovirus,0,0,
2014-2015,201539,10/03/15,Lower Southern,Enterovirus_Rhinovirus,0,0,
2014-2015,201539,10/03/15,Lower Southern,HMPV,0,0,
2014-2015,201539,10/03/15,Lower Southern,Parainfluenza_1,0,0,
2014-2015,201539,10/03/15,Lower Southern,Parainfluenza_2,0,0,
2014-2015,201539,10/03/15,Lower Southern,Parainfluenza_3,0,0,
2014-2015,201539,10/03/15,Lower Southern,Parainfluenza_4,0,0,
2014-2015,201539,10/03/15,Lower Southern,Parainfluenza_UnknownType,0,0,
2014-2015,201539,10/03/15,Lower Southern,Total_Parainfluenza,0,0,
2014-2015,201539,10/03/15,Northern,Influenza_A,1,28,3.57
2014-2015,201539,10/03/15,Northern,Influenza_B,3,28,10.71
2014-2015,201539,10/03/15,Northern,Total_Influenza,4,28,14.29
2014-2015,201539,10/03/15,Northern,RSV,0,28,0.00
2014-2015,201539,10/03/15,Northern,Adenovirus,0,15,0.00
2014-2015,201539,10/03/15,Northern,Enterovirus_Rhinovirus,4,15,26.67
2014-2015,201539,10/03/15,Northern,HMPV,0,15,0.00
2014-2015,201539,10/03/15,Northern,Parainfluenza_1,0,15,0.00
2014-2015,201539,10/03/15,Northern,Parainfluenza_2,0,15,0.00
2014-2015,201539,10/03/15,Northern,Parainfluenza_3,0,15,0.00
2014-2015,201539,10/03/15,Northern,Parainfluenza_4,0,15,0.00
2014-2015,201539,10/03/15,Northern,Parainfluenza_UnknownType,0,15,0.00
2014-2015,201539,10/03/15,Northern,Total_Parainfluenza,0,15,0.00
2014-2015,201539,10/03/15,Upper Southern,Influenza_A,0,168,0.00
2014-2015,201539,10/03/15,Upper Southern,Influenza_B,0,168,0.00
2014-2015,201539,10/03/15,Upper Southern,Total_Influenza,0,168,0.00
2014-2015,201539,10/03/15,Upper Southern,RSV,1,168,0.60
2014-2015,201539,10/03/15,Upper Southern,Adenovirus,2,125,1.60
2014-2015,201539,10/03/15,Upper Southern,Enterovirus_Rhinovirus,31,125,24.80
2014-2015,201539,10/03/15,Upper Southern,HMPV,1,125,0.80
2014-2015,201539,10/03/15,Upper Southern,Parainfluenza_1,9,125,7.20
2014-2015,201539,10/03/15,Upper Southern,Parainfluenza_2,0,125,0.00
2014-2015,201539,10/03/15,Upper Southern,Parainfluenza_3,4,125,3.20
2014-2015,201539,10/03/15,Upper Southern,Parainfluenza_4,1,125,0.80
2014-2015,201539,10/03/15,Upper Southern,Parainfluenza_UnknownType,0,125,0.00
2014-2015,201539,10/03/15,Upper Southern,Total_Parainfluenza,14,125,11.20
2014-2015,201539,10/03/15,Upper/Lower Southern,Influenza_A,6,352,1.70
2014-2015,201539,10/03/15,Upper/Lower Southern,Influenza_B,0,352,0.00
2014-2015,201539,10/03/15,Upper/Lower Southern,Total_Influenza,6,352,1.70
2014-2015,201539,10/03/15,Upper/Lower Southern,RSV,2,352,0.57
2014-2015,201539,10/03/15,Upper/Lower Southern,Adenovirus,3,352,0.85
2014-2015,201539,10/03/15,Upper/Lower Southern,Enterovirus_Rhinovirus,68,352,19.32
2014-2015,201539,10/03/15,Upper/Lower Southern,HMPV,6,352,1.70
2014-2015,201539,10/03/15,Upper/Lower Southern,Parainfluenza_1,19,352,5.40
2014-2015,201539,10/03/15,Upper/Lower Southern,Parainfluenza_2,0,352,0.00
2014-2015,201539,10/03/15,Upper/Lower Southern,Parainfluenza_3,0,352,0.00
2014-2015,201539,10/03/15,Upper/Lower Southern,Parainfluenza_4,4,352,1.14
2014-2015,201539,10/03/15,Upper/Lower Southern,Parainfluenza_UnknownType,0,352,0.00
2014-2015,201539,10/03/15,Upper/Lower Southern,Total_Parainfluenza,23,352,6.53
2015-2016,201540,10/10/15,Bay Area,Influenza_A,2,302,0.66
2015-2016,201540,10/10/15,Bay Area,Influenza_B,1,302,0.33
2015-2016,201540,10/10/15,Bay Area,Total_Influenza,3,302,0.99
2015-2016,201540,10/10/15,Bay Area,RSV,3,292,1.03
2015-2016,201540,10/10/15,Bay Area,Adenovirus,2,118,1.69
2015-2016,201540,10/10/15,Bay Area,Coronavirus_HKU1,0,0,
2015-2016,201540,10/10/15,Bay Area,Coronavirus_NL63,0,0,
2015-2016,201540,10/10/15,Bay Area,Coronavirus_OC43,0,0,
2015-2016,201540,10/10/15,Bay Area,Coronavirus_229E,0,0,
2015-2016,201540,10/10/15,Bay Area,Coronavirus_UnknownType,0,0,
2015-2016,201540,10/10/15,Bay Area,Total_Coronavirus,0,0,
2015-2016,201540,10/10/15,Bay Area,Enterovirus_Rhinovirus,22,118,18.64
2015-2016,201540,10/10/15,Bay Area,HMPV,2,118,1.69
2015-2016,201540,10/10/15,Bay Area,Parainfluenza_1,9,118,7.63
2015-2016,201540,10/10/15,Bay Area,Parainfluenza_2,0,118,0.00
2015-2016,201540,10/10/15,Bay Area,Parainfluenza_3,1,118,0.85
2015-2016,201540,10/10/15,Bay Area,Parainfluenza_4,0,118,0.00
2015-2016,201540,10/10/15,Bay Area,Parainfluenza_UnknownType,0,118,0.00
2015-2016,201540,10/10/15,Bay Area,Total_Parainfluenza,10,118,8.47
2015-2016,201540,10/10/15,California,Influenza_A,10,1153,0.87
2015-2016,201540,10/10/15,California,Influenza_B,5,1153,0.43
2015-2016,201540,10/10/15,California,Total_Influenza,15,1153,1.30
2015-2016,201540,10/10/15,California,RSV,8,1100,0.73
2015-2016,201540,10/10/15,California,Adenovirus,10,757,1.32
2015-2016,201540,10/10/15,California,Coronavirus_HKU1,0,519,0.00
2015-2016,201540,10/10/15,California,Coronavirus_NL63,0,519,0.00
2015-2016,201540,10/10/15,California,Coronavirus_OC43,0,519,0.00
2015-2016,201540,10/10/15,California,Coronavirus_229E,0,519,0.00
2015-2016,201540,10/10/15,California,Coronavirus_UnknownType,2,519,0.39
2015-2016,201540,10/10/15,California,Total_Coronavirus,2,519,0.39
2015-2016,201540,10/10/15,California,Enterovirus_Rhinovirus,178,771,23.09
2015-2016,201540,10/10/15,California,HMPV,8,757,1.06
2015-2016,201540,10/10/15,California,Parainfluenza_1,45,757,5.94
2015-2016,201540,10/10/15,California,Parainfluenza_2,0,757,0.00
2015-2016,201540,10/10/15,California,Parainfluenza_3,2,757,0.26
2015-2016,201540,10/10/15,California,Parainfluenza_4,1,757,0.13
2015-2016,201540,10/10/15,California,Parainfluenza_UnknownType,3,757,0.40
2015-2016,201540,10/10/15,California,Total_Parainfluenza,51,757,6.74
2015-2016,201540,10/10/15,Central,Influenza_A,0,151,0.00
2015-2016,201540,10/10/15,Central,Influenza_B,0,151,0.00
2015-2016,201540,10/10/15,Central,Total_Influenza,0,151,0.00
2015-2016,201540,10/10/15,Central,RSV,0,148,0.00
2015-2016,201540,10/10/15,Central,Adenovirus,1,116,0.86
2015-2016,201540,10/10/15,Central,Coronavirus_HKU1,0,103,0.00
2015-2016,201540,10/10/15,Central,Coronavirus_NL63,0,103,0.00
2015-2016,201540,10/10/15,Central,Coronavirus_OC43,0,103,0.00
2015-2016,201540,10/10/15,Central,Coronavirus_229E,0,103,0.00
2015-2016,201540,10/10/15,Central,Coronavirus_UnknownType,0,103,0.00
2015-2016,201540,10/10/15,Central,Total_Coronavirus,0,103,0.00
2015-2016,201540,10/10/15,Central,Enterovirus_Rhinovirus,33,116,28.45
2015-2016,201540,10/10/15,Central,HMPV,2,116,1.72
2015-2016,201540,10/10/15,Central,Parainfluenza_1,13,116,11.21
2015-2016,201540,10/10/15,Central,Parainfluenza_2,0,116,0.00
2015-2016,201540,10/10/15,Central,Parainfluenza_3,0,116,0.00
2015-2016,201540,10/10/15,Central,Parainfluenza_4,1,116,0.86
2015-2016,201540,10/10/15,Central,Parainfluenza_UnknownType,0,116,0.00
2015-2016,201540,10/10/15,Central,Total_Parainfluenza,14,116,12.07
2015-2016,201540,10/10/15,Lower Southern,Influenza_A,2,116,1.72
2015-2016,201540,10/10/15,Lower Southern,Influenza_B,1,116,0.86
2015-2016,201540,10/10/15,Lower Southern,Total_Influenza,3,116,2.59
2015-2016,201540,10/10/15,Lower Southern,RSV,3,76,3.95
2015-2016,201540,10/10/15,Lower Southern,Adenovirus,1,34,2.94
2015-2016,201540,10/10/15,Lower Southern,Coronavirus_HKU1,0,0,
2015-2016,201540,10/10/15,Lower Southern,Coronavirus_NL63,0,0,
2015-2016,201540,10/10/15,Lower Southern,Coronavirus_OC43,0,0,
2015-2016,201540,10/10/15,Lower Southern,Coronavirus_229E,0,0,
2015-2016,201540,10/10/15,Lower Southern,Coronavirus_UnknownType,0,0,
2015-2016,201540,10/10/15,Lower Southern,Total_Coronavirus,0,0,
2015-2016,201540,10/10/15,Lower Southern,Enterovirus_Rhinovirus,13,48,27.08
2015-2016,201540,10/10/15,Lower Southern,HMPV,1,34,2.94
2015-2016,201540,10/10/15,Lower Southern,Parainfluenza_1,0,34,0.00
2015-2016,201540,10/10/15,Lower Southern,Parainfluenza_2,0,34,0.00
2015-2016,201540,10/10/15,Lower Southern,Parainfluenza_3,0,34,0.00
2015-2016,201540,10/10/15,Lower Southern,Parainfluenza_4,0,34,0.00
2015-2016,201540,10/10/15,Lower Southern,Parainfluenza_UnknownType,3,34,8.82
2015-2016,201540,10/10/15,Lower Southern,Total_Parainfluenza,3,34,8.82
2015-2016,201540,10/10/15,Northern,Influenza_A,0,53,0.00
2015-2016,201540,10/10/15,Northern,Influenza_B,2,53,3.77
2015-2016,201540,10/10/15,Northern,Total_Influenza,2,53,3.77
2015-2016,201540,10/10/15,Northern,RSV,0,53,0.00
2015-2016,201540,10/10/15,Northern,Adenovirus,2,18,11.11
2015-2016,201540,10/10/15,Northern,Coronavirus_HKU1,0,0,
2015-2016,201540,10/10/15,Northern,Coronavirus_NL63,0,0,
2015-2016,201540,10/10/15,Northern,Coronavirus_OC43,0,0,
2015-2016,201540,10/10/15,Northern,Coronavirus_229E,0,0,
2015-2016,201540,10/10/15,Northern,Coronavirus_UnknownType,0,0,
2015-2016,201540,10/10/15,Northern,Total_Coronavirus,0,0,
2015-2016,201540,10/10/15,Northern,Enterovirus_Rhinovirus,5,18,27.78
2015-2016,201540,10/10/15,Northern,HMPV,0,18,0.00
2015-2016,201540,10/10/15,Northern,Parainfluenza_1,1,18,5.56
2015-2016,201540,10/10/15,Northern,Parainfluenza_2,0,18,0.00
2015-2016,201540,10/10/15,Northern,Parainfluenza_3,0,18,0.00
2015-2016,201540,10/10/15,Northern,Parainfluenza_4,0,18,0.00
2015-2016,201540,10/10/15,Northern,Parainfluenza_UnknownType,0,18,0.00
2015-2016,201540,10/10/15,Northern,Total_Parainfluenza,1,18,5.56
2015-2016,201540,10/10/15,Upper Southern,Influenza_A,1,203,0.49
2015-2016,201540,10/10/15,Upper Southern,Influenza_B,0,203,0.00
2015-2016,201540,10/10/15,Upper Southern,Total_Influenza,1,203,0.49
2015-2016,201540,10/10/15,Upper Southern,RSV,1,203,0.49
2015-2016,201540,10/10/15,Upper Southern,Adenovirus,3,143,2.10
2015-2016,201540,10/10/15,Upper Southern,Coronavirus_HKU1,0,88,0.00
2015-2016,201540,10/10/15,Upper Southern,Coronavirus_NL63,0,88,0.00
2015-2016,201540,10/10/15,Upper Southern,Coronavirus_OC43,0,88,0.00
2015-2016,201540,10/10/15,Upper Southern,Coronavirus_229E,0,88,0.00
2015-2016,201540,10/10/15,Upper Southern,Coronavirus_UnknownType,0,88,0.00
2015-2016,201540,10/10/15,Upper Southern,Total_Coronavirus,0,88,0.00
2015-2016,201540,10/10/15,Upper Southern,Enterovirus_Rhinovirus,38,143,26.57
2015-2016,201540,10/10/15,Upper Southern,HMPV,0,143,0.00
2015-2016,201540,10/10/15,Upper Southern,Parainfluenza_1,7,143,4.90
2015-2016,201540,10/10/15,Upper Southern,Parainfluenza_2,0,143,0.00
2015-2016,201540,10/10/15,Upper Southern,Parainfluenza_3,0,143,0.00
2015-2016,201540,10/10/15,Upper Southern,Parainfluenza_4,0,143,0.00
2015-2016,201540,10/10/15,Upper Southern,Parainfluenza_UnknownType,0,143,0.00
2015-2016,201540,10/10/15,Upper Southern,Total_Parainfluenza,7,143,4.90
2015-2016,201540,10/10/15,Upper/Lower Southern,Influenza_A,5,328,1.52
2015-2016,201540,10/10/15,Upper/Lower Southern,Influenza_B,1,328,0.30
2015-2016,201540,10/10/15,Upper/Lower Southern,Total_Influenza,6,328,1.83
2015-2016,201540,10/10/15,Upper/Lower Southern,RSV,1,328,0.30
2015-2016,201540,10/10/15,Upper/Lower Southern,Adenovirus,1,328,0.30
2015-2016,201540,10/10/15,Upper/Lower Southern,Coronavirus_HKU1,0,328,0.00
2015-2016,201540,10/10/15,Upper/Lower Southern,Coronavirus_NL63,0,328,0.00
2015-2016,201540,10/10/15,Upper/Lower Southern,Coronavirus_OC43,0,328,0.00
2015-2016,201540,10/10/15,Upper/Lower Southern,Coronavirus_229E,0,328,0.00
2015-2016,201540,10/10/15,Upper/Lower Southern,Coronavirus_UnknownType,2,328,0.61
2015-2016,201540,10/10/15,Upper/Lower Southern,Total_Coronavirus,2,328,0.61
2015-2016,201540,10/10/15,Upper/Lower Southern,Enterovirus_Rhinovirus,67,328,20.43
2015-2016,201540,10/10/15,Upper/Lower Southern,HMPV,3,328,0.91
2015-2016,201540,10/10/15,Upper/Lower Southern,Parainfluenza_1,15,328,4.57
2015-2016,201540,10/10/15,Upper/Lower Southern,Parainfluenza_2,0,328,0.00
2015-2016,201540,10/10/15,Upper/Lower Southern,Parainfluenza_3,1,328,0.30
2015-2016,201540,10/10/15,Upper/Lower Southern,Parainfluenza_4,0,328,0.00
2015-2016,201540,10/10/15,Upper/Lower Southern,Parainfluenza_UnknownType,0,328,0.00
2015-2016,201540,10/10/15,Upper/Lower Southern,Total_Parainfluenza,16,328,4.88
2015-2016,201541,10/17/15,Bay Area,Influenza_A,1,273,0.37
2015-2016,201541,10/17/15,Bay Area,Influenza_B,0,273,0.00
2015-2016,201541,10/17/15,Bay Area,Total_Influenza,1,273,0.37
2015-2016,201541,10/17/15,Bay Area,RSV,2,273,0.73
2015-2016,201541,10/17/15,Bay Area,Adenovirus,1,121,0.83
2015-2016,201541,10/17/15,Bay Area,Coronavirus_HKU1,0,0,
2015-2016,201541,10/17/15,Bay Area,Coronavirus_NL63,0,0,
2015-2016,201541,10/17/15,Bay Area,Coronavirus_OC43,0,0,
2015-2016,201541,10/17/15,Bay Area,Coronavirus_229E,0,0,
2015-2016,201541,10/17/15,Bay Area,Coronavirus_UnknownType,0,0,
2015-2016,201541,10/17/15,Bay Area,Total_Coronavirus,0,0,
2015-2016,201541,10/17/15,Bay Area,Enterovirus_Rhinovirus,30,121,24.79
2015-2016,201541,10/17/15,Bay Area,HMPV,6,121,4.96
2015-2016,201541,10/17/15,Bay Area,Parainfluenza_1,10,121,8.26
2015-2016,201541,10/17/15,Bay Area,Parainfluenza_2,0,121,0.00
2015-2016,201541,10/17/15,Bay Area,Parainfluenza_3,0,121,0.00
2015-2016,201541,10/17/15,Bay Area,Parainfluenza_4,0,121,0.00
2015-2016,201541,10/17/15,Bay Area,Parainfluenza_UnknownType,0,121,0.00
